# =============================================================================
# DEFCON LANGUAGE FILE
#
# Format:
# stringId                  translation
#
#
# A hash at the start of a line indicates a comment
# StringIDs MUST be left untouched during translation
#
# =============================================================================


# =============================================================================
# Name of the language in the language
# =============================================================================

lang			Português
dialog_worldstatus_superpower       Superpotência
dialog_worldstatus_kills            Mortes
dialog_worldstatus_deaths           Mortes
dialog_worldstatus_survivors        Sobreviventes
dialog_worldstatus_collateral       Colateral
dialog_worldstatus_nukes            Mísseis
dialog_worldstatus_score            PONTUAÇÃO
dialog_worldstatus_points_value     Valor dos pontos:
dialog_worldstatus_pop_in_millions  *P m
# P = População em milhões
dialog_worldstatus_classified       [classificado]
dialog_stats                        Estatísticas

dialog_casualties_city              Cidade
dialog_casualties_strikes           Ataques
dialog_casualties_deaths            Mortes
dialog_casualties_in_million        *C milhões
# C = Baixas em milhões

dialog_network_title                Rede
dialog_network_server_seqid         SeqID do Servidor   *S
# S = Sequência do servidor
dialog_network_server_send          Envio do Servidor   *R Kb/seg.
# R = Taxa de envio
dialog_network_server_receive       Recepção do Servidor *R Kb/seg.
# R = Taxa de recepção
dialog_network_id                   ID
dialog_network_ip_port              IP:Porta

dialog_network_seqid                SeqID
dialog_network_seqid_number         SeqID *S
# S = Sequence Id
dialog_network_name                 Nome
dialog_network_status               Status
dialog_network_lost_con             Conexão perdida...*Ss
# S = Número de segundos desde que a conexão foi perdida
dialog_network_synching             Sincronizando...*P
# P = Porcentagem de conclusão da sincronização
dialog_network_ping                 Ping *Pms
# P = Tempo de ping em milissegundos
dialog_network_spec                 (espectador)
dialog_network_empty                Vazio
dialog_network_sequence_msg_queue   Mensagens de sequência na fila. O ideal é 0 ou 1 preenchido, sem lacunas.
dialog_network_svr_known_seqid      Sequência conhecida do servidor  SeqID   *S
# S = ID de sequência
dialog_network_svr_estimated_seqid  Sequência estimada do servidor SeqID   *S
# S = ID de sequência
dialog_network_estimated_latency    Latência estimada: *L segs
# L = Latência estimada
dialog_network_client_seqid         ID de sequência do cliente       *S
# S = ID de sequência
dialog_network_client_send          Enviar do cliente        *R Kb/seg
# R = Taxa de envio
dialog_network_client_receive       Receber do cliente     *R Kb/seg
# R = Taxa de recebimento

dialog_profile_title                Perfil
dialog_profile_toggle_glfinish      Alternar glFinish
dialog_profile_reset_history        Reiniciar Histórico
dialog_profile_min                  Mín
dialog_profile_avg                  Méd
dialog_profile_max                  Máx

dialog_c2s_team_renamed             *T renomeado para *N
# T = Nome antigo da equipe, N = Novo nome da equipe
dialog_c2s_team_joined_game         *T entrou no jogo
# T = Nome da equipe
dialog_c2s_default_name_spectator   Espectador
dialog_c2s_default_name_player      Jogador *T
# T = Team Id

dialog_world_new_spec_connecting    Um novo espectador está se conectando
dialog_world_team_left_game         *T saiu do jogo
# T = Nome da equipe
dialog_world_spec_left_game         Espectador *T saiu do jogo
# T = Nome da equipe
dialog_world_rejoined               *T ENTROU NOVAMENTE
# T = Nome da equipe
dialog_world_disconnected           *T SE DESCONECTOU
# T = Nome da equipe
dialog_world_dropped                *T PERDEU A CONEXÃO
# T = Nome da equipe
dialog_world_kicked                 *T FOI EXPULSO
# T = Nome da equipe

dialog_mapr_fps                     *Ffps
# F = Quadros por segundo (fps)
dialog_mapr_city_population         POPULAÇÃO: *P MILHÕES
# P = População da cidade
dialog_mapr_city_dead               MORTOS: *D MILHÕES
# D = População morta da cidade
dialog_mapr_mode                    *M MODO
# M = Estado atual
dialog_mapr_secs                    *S SEGUNDOS
# S = Segundos
dialog_mapr_empty                   VAZIO
dialog_mapr_cancel_all_orders       CANCELAR TODOS OS PEDIDOS
dialog_mapr_not_before_defcon_x     NÃO ANTES DO DEFCON *D
# D = Nível de Defcon
dialog_mapr_defcon_x_required       DEFCON *D OBRIGATÓRIO
# D = Nível de Defcon
dialog_mapr_out_of_range            FORA DE ALCANCE
dialog_mapr_combat_range            ALCANCE DE COMBATE
dialog_mapr_fuel_range              ALCANCE DE COMBUSTÍVEL
dialog_mapr_nukes_in_queue          *N NA FILA
# N = Número de mísseis nucleares
dialog_mapr_nukes_in_flight         *N EM VOO
# N = Número de mísseis nucleares

dialog_style                        Estilo
dialog_style_editor                 Editor de estilo
dialog_style_primary                primário
dialog_style_secondary              secundário
dialog_style_red                    Vermelho
dialog_style_green                  Verde
dialog_style_blue                   Azul
dialog_style_alpha                  Alfa
dialog_style_colour_editor          Editor de cor *I *P
# I = Índice real, P = Primário (0/1)
dialog_style_failed_load_style      Falha ao carregar estilo\n
dialog_style_style_saved            Estilo salvo em\n
dialog_style_failed_save_style      Falha ao salvar estilo em\n
dialog_style_col_primary            Primário
dialog_style_col_secondary          Secundário
dialog_style_col_horiz              Horiz
dialog_style_col_ngtive             Ngtive
dialog_style_col_caps               Caps
dialog_style_col_size               Tamanho
dialog_style_col_font               Fonte


# =============================================================================
# Dicas
# =============================================================================

tooltip_timeaccel0                  Pausar jogo
tooltip_timeaccel1                  Executar em tempo real
tooltip_timeaccel2                  Acelerar o tempo\n(5x tempo real)
tooltip_timeaccel3                  Acelerar o tempo\n(10x tempo real)
tooltip_timeaccel4                  Acelerar o tempo\n(20x tempo real)

tooltip_worldstatus_x_faster_realtime       *Sx tempo real
# S = Número de vezes que a velocidade do jogo é mais rápida do que o tempo real
tooltip_worldstatus_key_shortcut_0          \nAtalho de teclado: 0\n
tooltip_worldstatus_key_shortcut_1          \nAtalho de teclado: 1\n
tooltip_worldstatus_key_shortcut_2          \nAtalho de teclado: 2\n
tooltip_worldstatus_key_shortcut_3          \nAtalho de teclado: 3\n
tooltip_worldstatus_key_shortcut_4          \nAtalho de teclado: 4\n
tooltip_worldstatus_players_request_speed   Jogadores pedindo velocidade:
tooltip_worldstatus_no_team_request_speed   \nNenhum
tooltip_worldstatus_cannot_request_speed    Você não pode pedir essa velocidade de jogo

tooltip_defcon5                     DEFCON 5\nNenhuma ação hostil permitida\nUnidades inimigas são invisíveis no Radar
tooltip_defcon4                     DEFCON 4\nUnidades inimigas tornam-se visíveis no Radar
tooltip_defcon3                     DEFCON 3\nCombate naval autorizado\nCombate aéreo autorizado
tooltip_defcon2                     DEFCON 2
tooltip_defcon1                     DEFCON 1\nCombate nuclear autorizado

tooltip_toolbar_whiteboard          Alternar quadro branco
tooltip_toolbar_whiteboard_disabled O quadro branco está desabilitado devido à versão mais antiga do host
tooltip_toolbar_radar               Alternar cobertura do Radar
tooltip_toolbar_pop                 Alternar densidade populacional
tooltip_toolbar_alliances           Mostrar janela de alianças
tooltip_toolbar_units               Mostrar painel de unidades
tooltip_toolbar_score               Mostrar janela de pontuações
tooltip_toolbar_comms               Mostrar janela de comunicações
tooltip_toolbar_orders              Alternar ordens
tooltip_toolbar_info                Mostrar janela de informações da unidade
tooltip_toolbar_territory           Alternar territórios
tooltip_toolbar_nukes               Mostrar unidades com armas nucleares

tooltip_whiteboard_planning         Alternar desenho no quadro branco. Clique esquerdo para desenhar, clique direito para apagar.
tooltip_whiteboard_eraseall         Apagar tudo desenhado no quadro branco.
tooltip_whiteboard_showall          Alternar entre mostrar todos os quadros brancos das alianças ou somente o seu próprio.

tooltip_gameoption_servername               Digite o nome do seu servidor de jogo que você deseja que outros jogadores vejam.
tooltip_gameoption_advertiseoninternet      Se ativado, o seu jogo será anunciado no MetaServer e outros jogadores da Internet poderão se juntar ao seu jogo.
tooltip_gameoption_advertiseonlan           Se ativado, o seu jogo será visível para outros jogadores na mesma rede local (LAN).
tooltip_gameoption_maxteams                 O número máximo de jogadores que podem participar do seu jogo.
tooltip_gameoption_territoriesperteam       O número de territórios que cada jogador possuirá durante o jogo.
tooltip_gameoption_citiesperterritory       O número de cidades geradas por território de cada jogador.
tooltip_gameoption_populationperterritory   O número de pessoas (em milhões) em cada território. As populações das cidades serão dimensionadas de acordo.
tooltip_gameoption_citypopulations          Controla como a população é distribuída em suas cidades.\n\n- Padrão: As populações das cidades são baseadas nas populações do mundo real.\n\n- Equalizada: Todas as cidades dentro de um território têm a mesma população.\n\n- Aleatória: A população de cada cidade é aleatória, mas as cidades padrão são escolhidas para que suas cidades ainda estejam no mesmo lugar em cada jogo.\n\n- Totalmente aleatória: A população de cada cidade é aleatória, mas, além disso, cidades aleatórias serão escolhidas do banco de dados, o que significa que a posição de suas cidades também será aleatória.
tooltip_gameoption_randomterritories        Se habilitado, os jogadores receberão territórios escolhidos aleatoriamente no início do jogo.\n\nÚtil para resolver disputas sobre quem será a Europa.
tooltip_gameoption_maxspectators            Número máximo de pessoas que podem assistir ao jogo.\nAviso: cada espectador usa a largura de banda do servidor.\n\n0=nada\n100=ilimitado.
tooltip_gameoption_spectatorchatchannel     Controla se os jogadores podem ler as mensagens do chat dos espectadores do jogo. Você pode tornar o canal do espectador privado para impedir que eles ajudem os jogadores.\n\n- Público: Todos os jogadores poderão ouvir o que os espectadores estão dizendo. (padrão)\n\n- Privado: Somente os espectadores poderão ler as mensagens no canal do espectador. Nesse modo, não há como um jogador e um espectador se comunicarem.
tooltip_gameoption_teamswitching            Se habilitado, os jogadores poderão mudar de equipe durante o jogo usando as teclas numéricas.\n\nNão recomendado para jogos sérios!
tooltip_gameoption_permitdefection          Se habilitado, os jogadores poderão trocar de alianças durante o jogo.
tooltip_gameoption_radarsharing             Controla quando os jogadores podem compartilhar seu radar com outros jogadores.\n\n- Sempre desligado: o compartilhamento de radar não é permitido.\n\n- Aliança: os aliados compartilham automaticamente o radar. (padrão)\n\n- Seletivo: cada jogador pode escolher compartilhar o radar com qualquer outro jogador (aliado ou não).\n\n- Sempre ligado: o compartilhamento de radar está habilitado para todos. Este é um modo "iniciante" muito útil, pois você pode ver todas as unidades dos oponentes o tempo todo.
tooltip_gameoption_gamespeed                A configuração de velocidade para este jogo.\nA velocidade mais lenta solicitada é a mais lenta selecionada por qualquer jogador.
tooltip_gameoption_slowestspeed             A velocidade mais lenta que este jogo pode funcionar. Se a pausa for escolhida, qualquer jogador pode pausar o jogo usando a barra de velocidade do jogo.
tooltip_gameoption_enableworldevents        Se habilitado, eventos aleatórios ocorrerão durante o jogo.
tooltip_gameoption_gamemode                 Controla as regras que regem o jogo.
tooltip_gameoption_scoremode                Controla a ponderação de pontos para mortes/cidades restantes/nukes restantes.
tooltip_gameoption_victorytrigger           Determina quando o temporizador de vitória começa. O valor representa a porcentagem que o número total de nukes no mundo deve cair abaixo para o temporizador de vitória começar.\n\nEx: Se definido como 20 (padrão), o número total de nukes deve cair abaixo de 20% da contagem inicial para o temporizador de vitória começar.
tooltip_gameoption_victorytimer             Uma vez que o temporizador de vitória começou, haverá tantos minutos de jogo antes que o jogo termine completamente.
tooltip_gameoption_maxgamerealtime          O tempo máximo do mundo real para o jogo em minutos.\n\n0 = tempo ilimitado disponível no mundo real - o jogo não terminará até que o temporizador de vitória termine.
tooltip_gameoption_variableunitcounts       Ativa o modo Crédito. \nCada jogador recebe um número de créditos para gastar em suas unidades e pode personalizar suas forças como quiser.
tooltip_gameoption_worldscale               NOTA: Experimental. \n\nEsta variável efetivamente torna o mundo maior, e portanto o jogo dura mais tempo. \n\nEm 100 a escala do mundo é normal. \n\nNo valor mais alto (200), cada equipe tem o dobro de unidades, mas cada unidade tem metade do alcance do radar e metade do alcance de combate. \n\nAltamente experimental. \nRequer uma CPU poderosa. \nRecomendamos desativar as Trilhas de Objetos Renderizados para uma visualização mais clara.
tooltip_gameoption_permitpausing            Se ativado, um jogador pode pausar o jogo durante o jogo.
tooltip_gameoption_serverpassword           Defina isso para restringir o acesso apenas a pessoas que conhecem a senha. \n\nPara nenhum senha, defina como Vazio.

tooltip_gamemode_default                    Marque pontos Nukando as cidades de seus oponentes. \nO Defcon jogará na velocidade solicitada mais lenta.
tooltip_gamemode_office_mode                O Defcon será executado em uma janela sem som e será executado em tempo real por no máximo 6 horas. \nSe o chefe aparecer, pressione Esc duas vezes para ocultar a janela.
tooltip_gamemode_speed_defcon               O Defcon será executado na velocidade máxima e não durará mais que 15 minutos. A pausa está desativada. Instintivo e brutal.
tooltip_gamemode_diplomacy                  Todos os jogadores começarão como membros da aliança verde, com o Compartilhamento de Radar ativado. Quanto tempo durará a Aliança? \nRecomendado três ou mais jogadores humanos.
tooltip_gamemode_bigworld                   O mundo é duas vezes maior! Cada jogador tem o dobro de unidades, mas cada unidade é metade do tamanho normal e tem metade do alcance do radar, alcance de arma e velocidade. \nPara aqueles que amam um jogo longo.
tooltip_gamemode_tournament                 As regras padrão são aplicadas, exceto que os espectadores não podem se comunicar com os jogadores e os jogadores são atribuídos a Territórios Aleatórios.
tooltip_gamemode_custom                     Nenhuma regra específica é aplicada - tudo vale.

tooltip_scoremode_default                   Marque 2 pontos para cada morte de inimigo. \nPerca 1 ponto para todos que você não conseguir proteger.
tooltip_scoremode_survivor                  Marque 1 ponto para cada sobrevivente em seu território. Todas as equipes começam com 100 pontos e só podem diminuir.
tooltip_scoremode_genocide                  Marque 1 ponto para cada morte de inimigo. Simples, mas horrível.

tooltip_defection_no                        A deserção não é permitida. As alianças permanecerão fixas durante todo o jogo. \n\nVocê está automaticamente em um estado de cessar-fogo com seus aliados.
tooltip_defection_yes                       A deserção é permitida. Você ou qualquer outro jogador pode escolher mudar de aliança a qualquer momento.\n\nVocê pode habilitar ou desabilitar seu status de cessar-fogo com seus aliados a qualquer momento.

tooltip_radarsharing_alwaysoff              O compartilhamento de radar não é permitido. Você só verá a cobertura de radar do seu próprio território.
tooltip_radarsharing_alliance               O compartilhamento de radar é habilitado entre membros da mesma aliança. Isso significa que você automaticamente compartilhará o radar com todos os seus aliados.\n\nObservação: Submarinos aliados não serão visíveis a menos que eles estejam na superfície.
tooltip_radarsharing_selective              O compartilhamento de radar é seletivo. Você pode escolher compartilhar seu radar (ou não) com qualquer outro jogador.
tooltip_radarsharing_alwayson               O compartilhamento de radar está habilitado para todos. Você pode ver todas as unidades do jogo.\n\nObservação: você NÃO verá submarinos inimigos, a menos que eles estejam na superfície.

tooltip_ceasefire_enable                    Suas unidades militares imediatamente deixarão de disparar contra esta equipe.\nQuaisquer mísseis nucleares direcionados a esta equipe se desarmarão.
tooltip_ceasefire_disable                   Suas unidades militares considerarão esta equipe como inimiga e automaticamente abrirão fogo contra ela.
tooltip_radarshare_enable                   Sua cobertura de radar será enviada para esta equipe, e eles verão tudo o que você vê.\nObservação: Seus submarinos permanecerão ocultos desde que estejam submersos.
tooltip_radarshare_disable                  Você deixará de enviar cobertura de radar para esta equipe. Eles não poderão mais ver o que você vê.

tooltip_place_silo                          Colocar silo
tooltip_place_radar                         Colocar estação de radar
tooltip_place_airbase                       Colocar base aérea
tooltip_place_battleship                    Adicionar navio de guerra à frota
tooltip_place_sub                           Adicionar submarino à frota
tooltip_place_carrier                       Adicionar porta-aviões à frota
tooltip_place_unit                          Colocar unidade aqui
tooltip_place_fleet                         Colocar frota aqui
tooltip_fleet_button                        Construir uma frota
tooltip_fleet_remove                        Remover esta unidade da frota
tooltip_fleet_place                         Colocar esta frota

tooltip_territory_northamerica              América do Norte
tooltip_territory_southamerica              América do Sul
tooltip_territory_europe                    Europa
tooltip_territory_russia                    Rússia
tooltip_territory_southasia                 Sul da Ásia
tooltip_territory_africa                    África

tooltip_lobby_teamname                      Digite um nome para sua equipe
tooltip_lobby_territories                   Selecione o território da sua equipe
tooltip_lobby_alliance                      Selecione a aliança que você deseja participar
tooltip_lobby_requestteam                   Crie uma equipe para você jogar como
tooltip_lobby_requestai                     Crie uma equipe controlada pelo computador
tooltip_lobby_ready                         Pronto para jogar. O jogo começará quando todos os jogadores estiverem prontos
tooltip_lobby_ready_disable                 Nome do jogo é inválido
tooltip_lobby_chat                          Abra a janela de bate-papo
tooltip_lobby_aggression                    Altera a agressividade do IA, 10 é o máximo\n0 dá à equipe uma agressividade aleatória
tooltip_lobby_demo_max_player               Você está jogando uma demonstração - então não pode ter tantos jogadores em seu jogo.
tooltip_lobby_click_open_slot               Clique para abrir este espaço para que mais jogadores possam entrar
tooltip_lobby_click_close_slot              Clique para fechar este espaço e impedir que os jogadores entrem
tooltip_lobby_address_port                  IP: *I\nPORTA:*P
# I = endereço IP, P = porta

tooltip_chat_public                         Canal público. Todos os jogadores podem ver as mensagens aqui
tooltip_chat_alliance                       Canal da aliança. Somente membros da sua aliança podem ver mensagens aqui
tooltip_chat_spectators                     Canal de espectadores. Espectadores só podem postar aqui.

tooltip_alliance_join                       Envie um pedido para se juntar a esta aliança
tooltip_alliance_leave                      Deixe esta aliança
tooltip_alliance_kick                       Inicie uma votação para expulsar este membro da aliança

tooltip_vote_yes                            Votar Sim
tooltip_vote_no                             Votar Não
tooltip_vote_abstain                        Abster-se desta votação

tooltip_lmb                         [CLIQUE ESQ.]
tooltip_rmb                         [CLIQUE DIR.]

tooltip_placeobject                 [CLIQUE ESQ.] COLOCAR UNIDADE
tooltip_placefleet                  [CLIQUE ESQ.] COLOCAR FROTA
tooltip_invalidplacement            POSICIONAMENTO INVÁLIDO
tooltip_spacetocancel               PRESSIONE ESPAÇO PARA CANCELAR

tooltip_selectobject                [CLIQUE ESQ.] SELECIONAR UNIDADE
tooltip_selectfleet                 [CLIQUE ESQ.] SELECIONAR FROTA
tooltip_setobjectstate              [CLIQUE DIR.] MUDAR ESTADO DA UNIDADE
tooltip_enemyunit                   (UNIDADE INIMIGA)
tooltip_attack                      [CLIQUE ESQ.] ATACAR ESTA UNIDADE
tooltip_moveobject                  [CLIQUE DIR.] MOVER UNIDADE AQUI
tooltip_movefleet                   [CLIQUE DIR.] MOVER FROTA AQUI
tooltip_cantmovehere                NÃO É POSSÍVEL MOVER AQUI
tooltip_spawnfighter                [CLIQUE ESQ.] LANÇAR CAÇA AQUI
tooltip_spawnbomber                 [CLIQUE ESQ.] LANÇAR BOMBARDEIRO AQUI
tooltip_spawnnuke                   [CLIQUE ESQ.] LANÇAR BOMBA NUCLEAR AQUI
tooltip_spacetodeselect             ESPAÇO PARA DESELECIONAR UNIDADE
tooltip_landobject                  [CLIQUE ESQ.] POUSAR AVIÃO AQUI

tooltip_controls_sidescrolling      Permite mover a câmera com o mouse na borda da tela
tooltip_controls_zoomspeed          Ajusta a sensibilidade do zoom do mouse e do trackpad
tooltip_controls_camdragging        Permite arrastar a câmera segurando o botão do meio do mouse
tooltip_controls_keyboardlayout     Permite mudar o tipo de entrada

tooltip_close_window                Fechar janela

tooltip_demo_exit_the_game          Sair do jogo

tooltip_server_browser_game_time            Tempo de Jogo:
tooltip_server_browser_game_has_ended       \nJogo terminado
tooltip_server_browser_game_started         Iniciado
tooltip_server_browser_not_yet_started      Ainda não iniciado
tooltip_server_browser_teams                \nEquipes:
tooltip_server_browser_spectator            \nEspectadores:
tooltip_server_browser_game_mode            \nModo de Jogo:
tooltip_server_browser_score_mode           \nModo de Pontuação:
tooltip_server_browser_mod                  \nMOD:
tooltip_server_browser_right_click_details  \n(Clique com o botão direito para detalhes)


# =============================================================================
# Game Options
# =============================================================================

gameoption_PlayerName               Jogador

gameoption_ServerName               Servidor
gameoption_New_Game_Server          Novo Servidor
gameoption_AdvertiseOnInternet      Anunciar na Internet
gameoption_Disabled                 Desativado
gameoption_Enabled                  Ativado
gameoption_AdvertiseOnLAN           Anunciar na Rede Local
gameoption_GameMode                 Modo de Jogo
gameoption_Default                  Padrão
gameoption_Office_Mode              Modo de Oficina
gameoption_Speed_Defcon             Defcon Rápido
gameoption_Diplomacy                Diplomacia
gameoption_BigWorld                 Mundo Grande
gameoption_Tournament               Torneio
gameoption_Custom                   Personalizado
gameoption_MaxTeams                 Máximo de Equipes
gameoption_TerritoriesPerTeam       Territórios por Equipe
gameoption_CitiesPerTerritory       Cidades por Território
gameoption_PopulationPerTerritory   População por Território
gameoption_CityPopulations          Populações das Cidades
gameoption_Equalised                Igualado
gameoption_Random                   Aleatório
gameoption_TotallyRandom            Totalmente Aleatório
gameoption_RandomTerritories        Territórios Aleatórios
gameoption_PermitDefection          Permitir Defecção
gameoption_No                       Não
gameoption_Yes                      Sim
gameoption_RadarSharing             Compartilhamento de Radar
gameoption_AlwaysOff                Sempre Desativado
gameoption_Alliance                 Aliança
gameoption_Selective                Seletivo
gameoption_AlwaysOn                 Sempre Ativado
gameoption_GameSpeed                Velocidade do Jogo
gameoption_Slowest_Requested        Mais Lento Solicitado
gameoption_Pause                    Pausa
gameoption_Real_Time                Tempo Real
gameoption_5x_Real_Time             5x Tempo Real
gameoption_10x_Real_Time            10x Tempo Real
gameoption_20x_Real_Time            20x Tempo Real
gameoption_SlowestSpeed             Velocidade Mais Lenta
gameoption_ScoreMode                Modo de Pontuação
gameoption_Survivor                 Sobrevivente
gameoption_Genocide                 Genocídio
gameoption_VictoryTrigger           Início da Vitória
gameoption_VictoryTimer             Temporizador de Vitória
gameoption_MaxGameRealTime          Tempo Real Máximo de Jogo
gameoption_VariableUnitCounts       Contagens Variáveis de Unidades
gameoption_WorldScale               Escala Mundial
gameoption_MaxSpectators            Máximo de Espectadores
gameoption_SpectatorChatChannel     Canal de bate-papo para Espectadores
gameoption_Private                  Privado
gameoption_Public                   Público
gameoption_TeamSwitching            Troca de Equipe
gameoption_ServerPassword           Senha do Servidor


# =============================================================================
# Styles
# =============================================================================

style_WindowBackground              Fundo da Janela
style_WindowTitleBar                Barra de Título da Janela
style_WindowOuterBorder             Borda Exterior da Janela
style_WindowInnerBorder             Borda Interior da Janela
style_ButtonBackground              Fundo do Botão
style_ButtonHighlighted             Botão Destacado
style_ButtonClicked                 Botão Clicado
style_ButtonBorder                  Borda do Botão
style_BoxBackground                 Fundo da Caixa
style_BoxBorder                     Borda da Caixa
style_InputBackground               Fundo do Campo de Entrada
style_InputBorder                   Borda do Campo de Entrada
style_FontWindowTitle               Fonte da Barra de Título
style_FontButton                    Fonte do Botão
style_WorldCoastlines               Contornos da Costa do Mundo
style_WorldBorders                  Fronteiras do Mundo
style_WorldWater                    Oceanos do Mundo
style_WorldLand                     Continentes do Mundoo
style_TooltipBackground             Fundo da Dica de Ferramenta
style_TooltipBorder                 Borda da Dica de Ferramenta
style_FontTooltip                   Fonte da Dica de Ferramenta
style_PopupBackground               Fundo das Mensagens Emergentes
style_PopupTitleBar                 Barra de Título das Mensagens Emergentes
style_PopupBorder                   Borda das Mensagens Emergentes
style_PopupHighlight                Mensagem Emergente Destacada
style_PopupSelection                Seleção de Mensagens Emergentes
style_FontPopupTitle                Fonte da Barra de Título de Mensagens Emergentes
style_FontPopup                     Fonte de Mensagens Emergentes


# =============================================================================
# Nomes das Unidades
# =============================================================================

unit_silo                           silo
unit_nuke                           bomba nuclear
unit_city                           cidade
unit_sub                            submarino
unit_radar                          radar
unit_battleship                     navio de guerra
unit_airbase                        base aérea
unit_fighter                        caça
unit_bomber                         bombardeiro
unit_carrier                        porta-aviões
unit_tornado                        tornado
unit_saucer                         nave alienígena
unit_explosion                      explosão


# =============================================================================
# Estados das Unidades
# =============================================================================

state_preparing                     PREPARANDO PARA
state_prepare                       PREPARAR PARA
state_ready                         PRONTO PARA
state_fighterlaunch                 LANÇAMENTO DO CAÇA
state_bomberlaunch                  LANÇAMENTO DO BOMBARDEIRO
state_attack                        ATACAR
state_flight                        VOO
state_bombernuke                    LANÇAMENTO DO MÍSSIL BALÍSTICO DE ALCANCE CURTO
state_airtoseamissile               COMBATE NAVAL
state_antisub                       ANTI-SUBMARINO
state_ontarget                      NO ALVO
state_disarm                        DESARMAR
state_radar                         ESCANEAMENTO
state_silonuke                      LANÇAMENTO DO MÍSSIL BALÍSTICO INTERCONTINENTAL
state_airdefense                    DEFESA AÉREA
state_passivesonar                  SONAR PASSIVO
state_activesonar                   SONAR ATIVO
state_subnuke                       LANÇAMENTO DO MÍSSIL BALÍSTICO DE ALCANCE MÉDIO


# =============================================================================
# Game messages
# =============================================================================

message_fuel                        Sem combustível
message_tornadodeath                Tornado dissipado
message_nukelaunch                  Lançamento detectado
message_multilaunch                 Lançamentos detectados
message_firstlaunch                 *T lançamento detectado
message_incursion                   Incursões em território inimigo não permitidas
message_destroyed                   *U destruído
# V = equipe vítima, U = unidade destruída, T = equipe atacante, A = unidade atacante

message_directhit                   *C atingiu, *Dm mortos
message_fallout                     chuva radioadiva em *C, *Dm mortos
# C = nome da cidade, D = número de mortos

details_fuel                        COMBUSTÍVEL

message_victory                     VITÓRIA DE *T
message_stalemate                   SEM VENCEDOR CLARO
message_spectators_chat_players     Os espectadores agora podem conversar com os jogadores
message_placeunits                  VOCÊ DEVE COLOCAR TODAS AS UNIDADES ANTES DO DEFCON 3

message_fleet_move                  A frota não pode se mover para cá
message_disarmed                    Míssil desarmado

message_alliance_join               *P entra na aliança *N
message_alliance_kicked             *P expulso da aliança *N
message_alliance_leave              *P sai da aliança *N
# P = nome do jogador, N = nome da aliança

message_invalid_action              NÃO ANTES DO DEFCON *D
# D = nível do DEFCON

message_ten_minute_warning          AVISO DE DEZ MINUTOS
message_victory_timer               CRONÔMETRO DE VITÓRIA INICIADO

tray_icon_caption                   DEFCON
tray_icon_ten_minute_warning        Aviso de Dez Minutos
tray_icon_victory_timer             Cronômetro de Vitória Iniciado
tray_icon_nuke_launches_detected    Lançamentos de mísseis detectados
tray_icon_enemy_subs_detected       Submarinos inimigos detectados


# =============================================================================
# Probabilidades de Ataque em Combate
# =============================================================================

odds_zero                           probabilidades de ataque: zero
odds_vlow                           probabilidades de ataque: muito baixas
odds_low                            probabilidades de ataque: baixas
odds_med                            probabilidades de ataque: médias
odds_high                           probabilidades de ataque: altas
odds_vhigh                          probabilidades de ataque: muito altas


# =============================================================================
# Misc
# =============================================================================

unknown                             Desconhecido

officemode_1                        O modo de escritório substituirá a velocidade selecionada,
                                    configurações e opções de tela.

alien_attack                        *C destruído pelo Ataque Alienígena
alien_invasion                      INVASÃO ALIENÍGENA!
tornado_warning                     ALERTA DE TORNADO!


# =============================================================================
# Tutorial
# =============================================================================

tutorial                            Tutorial
levelselect                         Seleção de Nível
tutorial_clicknext                  Clique em Próximo
tutorial_restart_mission            Reiniciar Missão
tutorial_missioncomplete            MISSÃO CONCLUÍDA
tutorial_missionfailed              MISSÃO FRACASSADA
tutorial_mission                    MISSÃO *X
# X = número da missão
tutorial_team_name_cpu              CPU Inimiga
tutorial_team_name_player           Jogador

tutorial_restart                    Reiniciar
tutorial_next                       Próximo
tutorial_chapter_desc               CAPÍTULO *C de 7 - *N
# C = número do capítulo, N = nome do capítulo
tutorial_level                      Nível *L
# L = número do nível

tutorial_levelname_1                Lançando armas nucleares
tutorial_levelname_2                Defesa aérea
tutorial_levelname_3                Cobertura de radar
tutorial_levelname_4                Exploração e bombardeio
tutorial_levelname_5                Frotas navais
tutorial_levelname_6                Submarinos
tutorial_levelname_7                Guerra Termonuclear Global

tutorial_popup                      Mensaje Emergente de Tutorial
tutorial_clicknext_popup            Clique em PRÓXIMO para continuar.

# ==== MISSION 1 =====

tutorial_start                      Bem-vindo ao tutorial do Defcon.\n\nNeste tutorial, você aprenderá tudo o que precisa saber para controlar efetivamente suas forças.\n\nClique em Próximo para continuar.
tutorial_movecamera                 Antes de começarmos, você precisa aprender como controlar seu ponto de vista.\n\nMova seu ponto de vista movendo o cursor do mouse para a borda da tela na direção que deseja mover.\n\nAlternativamente, você pode usar as teclas W,A,S,D para mover o ponto de vista.
tutorial_zoomcamera                 Role a roda do mouse para aproximar ou afastar o zoom.\n\nAlternativamente, você pode usar as teclas Q e E.
tutorial_movecamera2                Você também pode segurar o botão do meio do mouse e arrastar a visão ao redor.\n\nClique em Próximo quando estiver satisfeito com os controles de visão, e começaremos a explodir coisas.
